Blog	hat	traffic	begins	yours	tour	expensive	apple	parties	cd	daddy	considered	paying	checking	checked	besides	meal	character	childhood	opinion	animals	interest	rough	threw	rush	prayer	shape	colors	career	effect	marriage	bird	grass	strength	september	visiting	officially	becoming	attempt	film	society	younger	ending	background	milk	bathroom	runs	battle	bridge	period	sold	include	spoke	accept	basically	jesus	bill	island	huh	fake	angry	invited	issue	teach	whose	charge	east	creative	continued	rule	tickets	calm	correct	among	whom	sell	ring	discovered	performance	degrees	concert	base	pure	boss	response	tight	perfectly	folks	jack	honestly	midnight	aside	lake	plain	soft	bye	sand	riding	ordered	laughed	sex	answers	confused	extremely	fans	report	feed	jobs	anniversary	block	solid	blow	signs	musical	cost	nor	goodbye	flat	david	avoid	balance	ha	recommend	airport	joined	trick	progress	ear	via	throwing	evil	bringing	comfort	easter	trips	football	flight	rose	attack	enter	serve	program	lower	member	pretend	aware	forgotten	distance	tall	obvious	gifts	paul	familiar	review	edge	america	houses	likely	seven	worried	disappointed	despite	perhaps	relax	w	security	describe	pushed	offered	shots	topic	odd	damn	grab	annoying	stress	pages	teaching	celebration	giant	hurts	manage	police	bank	sometime	row	adventure	counting	burn	prepare	filling	pushing	understanding	bike	interview	president	visited	normally	holy	accident	suck	dying	typical	cell	plastic	lessons	nobody	guide	female	river	thrown	text	cookies	personally	patient	smaller	waste	french	reminds	impossible	balls	stomach	passion	letters	excitement	artist	streets	inspired	yard	knowledge	ocean	faster	leading	successful	score	ah	smoke	flash	ass	ups	passing	pride	fashion	hardly	camp	thick	blessed	mirror	saved	activity	searching	pressure	product	sigh	wave	catching	degree	wash	fail	leg	dust	central	classic	talks	neighborhood	greatest	included	sets	square	challenge	government	items	highly	grateful	experiences	struggle	plenty	forced	stone	load	bread	upset	signed	parent	drama	routine	drinks	golden	research	account	fault	lying	lift	bet	teachers	rate	painting	fever	personality	oil	complain	burning	education	rolling	walks	thin	garage	expecting	youtube	suppose	downtown	sudden	cutting	driver	option	smiling	sunny	glasses	dishes	thanksgiving	web	tend	library	buddy	granted	session	indeed	pleasure	wise	desire	bite	emotional	match	jumping	toy	quit	heads	someday	traveling	related	jumped	listened	google	screaming	concept	ugly	holds	prayers	cash	decent	sides	forth	conversations	design	toys	gas	minor	van	prefer	info	shake	channel	ignore	shirts	festival	fantastic	lets	cousins	thousand	grace	angel	media	net	videos	bands	model	fighting	wine	selling	boots	freedom	neck	creating	material	nowhere	target	button	content	lyrics	annual	exact	pulling	slide	wrapped	breaks	deserve	drunk	prove	answered	matters	bother	loose	sounded	belly	stands	limited	lonely	swing	hero	boyfriend	concerned	attitude	receive	puts	regret	professional	chest	particularly	shock	george	forgive	fancy	goodness	therefore	split	repeat	raised	popular	risk	climb	returned	clouds	attend	agreed	ability	thus	hated	promised	flower	flies	fed	delicious	directly	proper	tom	stairs	james	egg	pregnant	sadly	hearts	master	plate	remain	eggs	flip	rare	heading	vote	birds	sunshine	diet	audience	groups	hug	curious	rocks	experienced	meat	climbing	fabulous	merry	touched	laundry	truck	continues	mistake	becomes	glory	various	horse	culture	ticket	necessary	express	fallen	press	episode	vs	beer	entry	collection	crap	exercise	presence	released	reaction	male	toilet	humor	california	physical
My Crappy Life	0	2	2	11	2	1	0	0	0	1	0	1	1	2	0	1	1	6	1	0	1	0	6	4	1	3	6	0	2	3	0	1	3	1	1	1	1	5	5	3	2	9	1	0	0	3	3	2	0	1	1	20	3	5	0	2	0	0	2	0	1	0	4	1	1	0	0	2	1	0	5	6	2	21	0	3	1	0	0	0	2	4	0	0	2	4	2	2	8	1	1	0	3	3	0	1	1	1	7	4	8	3	0	1	0	0	0	0	1	0	1	4	0	1	24	1	0	0	2	0	1	0	1	1	1	0	6	0	2	3	2	3	0	1	5	0	1	0	1	0	1	2	2	0	0	6	2	5	1	1	0	1	1	0	1	3	0	5	4	2	1	8	0	0	2	1	1	1	0	0	0	6	3	0	1	3	1	2	0	5	1	1	1	0	1	0	0	4	2	1	2	2	2	0	0	0	2	0	0	1	2	0	0	1	2	0	0	1	0	4	2	0	2	0	0	1	4	2	1	0	3	3	0	3	3	5	5	1	2	8	0	0	1	1	0	4	2	14	0	3	4	0	1	0	2	0	1	2	1	5	0	2	3	4	0	1	3	2	2	4	0	1	3	2	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	2	1	1	0	0	1	0	0	1	2	2	0	0	1	0	2	1	3	2	0	3	0	0	1	1	0	2	0	3	1	3	2	5	0	3	0	4	4	0	0	5	1	0	3	0	1	2	0	5	2	3	1	1	0	2	2	8	0	1	3	2	0	5	1	3	2	0	0	2	3	3	5	0	3	1	0	0	0	2	1	0	2	0	0	0	7	0	17	0	5	0	1	0	1	0	4	0	0	1	0	1	2	1	0	2	0	0	4	0	6	5	2	3	5	3	3	1	8	1	2	1	1	0	5	0	4	0	1	1	3	0	1	1	2	0	4	1	3	0	6	2	1	0	1	0	0	0	0	0	0	6	2	3	1	0	4	14	1	0	1	0	0	0	0	2	0	0	0	2	4	1	2	1	0	0	0	2	1	2	0	3	1	1	6	3	3	0	0	0	3	0	5	1	1	2	3	1	2	0	0	1	0	1	4	3	0	0	0	0	0	0	2	0	2	0	1	1	0	2	0	1
The Sonnet Project	12	5	2	13	0	1	4	3	1	2	4	1	2	4	7	2	0	7	3	7	4	5	4	4	2	9	8	2	2	0	4	17	5	60	1	0	1	2	2	2	3	3	1	12	7	3	5	4	0	3	1	8	7	0	7	15	2	1	2	8	2	7	13	48	3	1	3	2	6	0	10	3	15	12	3	4	2	0	1	0	1	4	11	0	17	2	27	12	2	9	7	10	4	9	2	6	1	2	7	5	4	1	0	5	4	9	6	6	5	8	9	5	2	9	78	10	11	2	2	2	3	0	0	5	8	2	4	1	2	18	1	7	1	1	0	8	12	6	0	10	0	4	1	4	2	9	5	8	2	1	2	2	2	5	1	7	7	10	3	1	8	57	4	1	0	0	5	2	0	0	7	27	3	2	2	4	1	1	8	4	0	0	6	4	4	1	4	8	2	1	5	3	1	0	1	2	1	11	4	6	12	1	6	6	2	28	2	2	6	7	1	2	0	4	3	6	1	1	3	6	6	3	1	0	1	2	2	16	2	6	5	3	1	2	10	24	5	13	2	5	7	0	11	0	14	5	8	4	0	10	5	1	8	3	1	2	6	16	8	25	0	1	1	3	1	0	4	3	2	1	0	0	1	0	2	3	3	18	3	5	3	0	0	1	3	6	18	4	4	7	1	3	5	1	5	2	2	0	18	3	10	0	1	13	13	0	1	1	6	1	11	2	1	1	3	3	7	4	1	3	1	3	0	0	0	9	7	6	11	7	0	4	4	1	7	18	6	0	0	0	4	2	9	0	6	6	9	5	2	8	7	1	2	3	6	2	2	1	1	15	2	2	0	1	1	4	1	7	9	3	0	2	2	3	4	4	21	1	6	4	5	2	3	5	1	3	6	0	7	0	3	3	4	3	2	22	5	3	2	2	12	1	9	9	0	10	4	6	1	1	1	3	1	4	0	15	0	7	4	11	4	4	11	8	3	6	0	2	8	5	19	0	1	0	18	0	8	8	9	6	3	0	2	6	13	2	4	0	3	8	2	3	4	1	3	5	0	0	11	4	3	2	0	2	3	11	1	10	1	0	0	5	1	2	0	3	4	11	1	3	0	0	0	1	7	5	0	1	34	2	0	4	3	1	1	2	0	3	0	1	1
Life Without Magic	0	6	0	3	0	11	0	0	2	0	0	3	1	2	2	1	5	2	10	1	7	0	5	4	0	2	1	9	3	0	0	1	0	0	1	3	5	3	1	0	4	4	3	1	4	0	11	0	4	2	0	1	3	0	0	0	0	0	7	0	1	0	0	1	1	0	1	3	0	0	0	3	2	1	2	0	0	5	3	0	0	2	12	1	0	0	1	0	0	1	4	0	2	0	9	0	0	2	1	2	1	0	4	0	6	1	3	0	1	0	0	3	2	2	2	0	1	1	0	1	1	2	0	1	0	1	1	0	2	4	1	0	0	1	1	1	0	0	5	2	2	0	0	0	3	1	1	0	1	2	0	1	5	0	0	3	1	0	2	1	4	13	3	0	2	1	0	2	0	7	1	9	0	1	1	3	2	2	1	0	2	0	0	0	0	1	0	3	1	0	1	4	0	17	1	2	8	0	0	3	4	5	3	3	0	1	0	0	1	2	1	1	2	0	2	2	0	1	0	4	1	3	0	0	0	5	0	0	0	0	5	1	0	2	7	0	0	2	0	1	0	3	2	1	2	1	4	0	3	1	1	1	0	2	0	14	2	2	1	1	0	0	1	0	0	1	0	5	1	2	3	0	1	5	3	0	5	2	2	0	0	0	3	1	1	1	1	2	1	3	3	7	0	0	1	0	0	4	0	1	1	5	0	0	0	0	1	3	7	0	2	3	3	2	1	3	12	2	0	1	12	10	0	6	5	6	3	4	0	1	3	1	0	1	1	1	1	3	3	1	2	3	2	0	1	1	0	2	5	4	0	3	3	0	1	1	0	8	4	1	0	2	1	1	0	5	3	2	0	0	0	1	0	0	1	2	0	1	0	2	0	2	0	14	2	7	2	0	0	1	0	1	0	1	5	0	2	1	0	10	0	0	1	1	1	2	0	0	3	0	0	2	0	4	1	0	1	1	0	3	0	0	1	0	2	0	2	1	3	0	1	2	1	4	6	2	2	3	2	0	0	4	3	0	4	1	1	0	0	1	2	1	0	0	3	1	6	0	1	0	0	0	0	0	1	0	3	0	4	0	3	3	0	0	2	0	0	0	2	0	1	0	1	4	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	1	0
time out	3	18	6	3	16	12	29	2	3	1	2	3	8	10	24	12	10	2	3	7	1	1	0	6	3	7	9	3	1	5	18	8	7	10	3	0	5	6	13	8	7	4	6	9	1	12	2	5	4	6	1	7	3	9	0	6	18	6	3	1	2	4	4	0	7	2	20	1	3	12	3	0	2	2	9	4	4	10	6	2	3	3	9	5	6	0	3	4	2	4	3	4	1	4	1	4	2	5	1	8	5	1	1	2	4	5	13	2	3	2	1	8	2	26	3	0	2	10	6	2	0	6	7	1	0	2	0	6	1	2	3	3	0	6	3	9	1	2	4	7	2	1	1	3	6	0	13	6	3	5	4	0	1	28	7	3	3	1	0	0	20	1	2	4	13	1	2	2	2	0	8	6	5	2	5	9	4	1	8	6	5	4	2	2	0	2	0	1	3	9	3	9	10	1	0	7	5	10	1	0	0	1	11	15	2	11	12	8	31	3	3	1	2	3	5	9	11	5	2	3	4	11	2	3	6	25	4	1	8	14	6	5	1	0	0	4	17	10	3	3	5	2	9	5	4	1	7	1	4	4	5	18	0	5	3	6	1	5	0	4	6	3	1	0	4	2	7	9	7	22	1	1	0	6	1	0	4	2	3	4	0	1	0	2	5	2	8	4	1	4	2	2	3	2	5	6	0	0	9	2	2	2	2	8	0	2	4	5	0	0	3	3	10	4	3	4	5	2	0	11	7	1	7	2	4	0	11	2	9	5	8	4	1	7	12	6	5	7	9	6	0	15	4	6	1	8	0	4	6	5	4	7	35	1	3	1	1	4	2	2	5	2	2	1	5	9	0	2	0	2	16	7	7	5	8	2	7	8	4	5	5	5	17	6	6	3	21	5	4	0	3	2	1	1	4	1	1	2	4	4	3	3	5	3	1	0	4	5	1	1	1	0	3	0	2	3	5	2	2	0	5	0	3	6	1	2	3	4	3	3	3	2	2	8	1	5	1	2	2	2	0	3	0	2	0	1	2	3	4	2	5	6	2	4	6	4	14	4	11	2	1	11	0	5	2	15	6	2	2	0	0	3	0	1	1	2	19	1	7	7	5	6	2	9	1	3	1	4	14	4	7	4	10	5	2	4	2	5	3	0	5
In Search of an Elusive Band	3	9	0	1	6	0	0	2	6	2	0	5	2	0	0	2	1	0	4	0	2	0	0	4	0	2	0	1	4	3	0	1	1	0	0	3	0	3	0	0	1	0	0	0	4	4	3	3	3	2	3	1	0	1	0	2	14	0	1	0	0	3	0	2	3	1	1	1	19	11	5	1	0	5	1	1	1	12	0	5	0	2	3	0	6	2	0	6	0	1	1	0	3	3	4	6	0	0	0	8	1	2	3	8	0	0	0	0	0	0	1	3	3	2	0	0	1	0	8	0	1	2	6	2	2	2	1	0	0	2	2	0	0	1	1	2	0	3	0	0	0	0	1	0	0	5	1	2	7	1	3	2	2	0	1	0	2	0	3	4	0	0	0	1	3	0	1	2	0	3	1	10	1	0	0	0	0	0	0	1	1	4	0	2	0	0	2	1	1	1	1	1	0	0	1	0	2	0	3	0	5	3	0	0	1	0	0	3	0	2	1	0	2	0	1	1	0	1	0	7	0	0	0	2	1	3	1	0	3	0	3	0	0	5	6	1	2	4	1	4	1	2	1	1	1	0	3	1	1	0	1	0	5	1	2	0	1	3	2	0	1	1	2	0	2	7	4	3	2	10	0	3	1	0	1	12	0	0	5	2	1	5	0	0	2	4	1	1	0	2	0	1	1	2	0	0	0	1	2	2	1	0	1	2	0	1	6	2	0	0	0	0	5	0	0	2	0	0	0	0	2	0	0	2	9	2	0	2	0	2	0	27	5	0	1	3	0	0	0	2	2	1	2	2	1	1	0	4	3	3	0	0	0	0	0	0	0	1	1	1	0	0	2	2	2	1	1	2	1	1	1	3	1	31	0	1	0	1	0	0	0	0	2	1	1	1	3	6	0	0	3	1	0	1	2	2	2	0	1	2	2	5	1	2	1	1	0	1	0	0	1	1	1	3	4	0	2	5	0	1	1	0	0	1	1	1	5	1	0	1	0	0	1	6	2	0	1	2	0	0	0	3	1	0	2	3	2	0	1	1	4	3	0	0	0	1	10	1	0	1	0	11	3	0	0	1	1	0	2	2	3	1	0	0	1	4	0	3	1	3	2	7	0	2	3	0	0	0	0	0	0	2	0	1	1	3	2	1	0	0	0
a little bit of sunshine	1	2	4	0	1	3	6	0	0	1	1	0	1	1	0	3	0	2	1	2	1	1	3	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	2	0	4	0	1	0	0	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	2	1	0	0	1	0	3	0	0	2	0	0	0	0	0	2	2	1	1	0	0	0	0	0	1	2	1	3	4	2	3	0	4	0	1	0	0	2	2	0	1	0	0	2	0	1	0	0	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	2	3	0	0	1	2	4	0	2	0	0	0	0	2	1	5	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	2	1	0	0	4	3	6	0	4	0	0	1	1	0	0	5	0	0	0	0	1	1	0	0	2	0	1	0	0	0	2	0	0	0	2	1	4	1	4	0	1	1	1	6	0	5	1	9	0	1	1	4	2	2	2	3	0	0	0	0	0	0	0	1	0	2	0	4	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	2	2	0	3	4	0	1	0	1	0	3	1	0	1	0	0	0	0	0	0	0	3	3	3	2	0	0	0	0	0	0	11	0	1	2	0	0	1	1	1	4	0	2	0	2	0	0	0	0	1	3	2	0	0	0	0	0	0	0	2	1	0	0	0	9	0	0	1	0	6	0	0	0	3	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	1	2	3	3	6	0	2	0	1	1	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	2	0	0	1	1	0	1	0	1	1	2	1	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	2	2	4	1	3	0	0	1	0	0	1	0	2	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	4	0	1	2	2	2	0	2	1	4	4	1	6	0	1	0	10	3	2	0	0	2	0	2	1	0	1	0	1	0	0	0	5	0	1	0	0	9	1	1	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	1	1	1	0	1	0	0	2	0	1	0	9	0	1	0
If at first you don't succeed...	2	7	4	1	6	2	3	2	12	0	8	3	9	10	3	9	10	2	7	2	11	4	6	3	3	6	6	5	14	3	5	1	9	4	9	1	3	5	3	5	3	0	3	18	25	10	1	22	6	1	8	2	3	2	0	3	7	1	3	0	2	6	1	3	4	7	3	4	8	0	4	6	4	11	0	3	36	50	8	60	7	0	2	14	3	3	9	21	1	0	10	1	1	15	2	0	4	4	2	0	3	4	3	1	19	17	1	1	9	4	2	6	20	3	2	0	8	6	6	10	5	2	16	15	5	31	25	7	2	0	2	0	9	2	1	12	2	3	4	1	21	30	3	3	3	6	2	5	10	1	2	9	16	10	3	0	14	7	5	3	0	14	4	24	7	11	1	6	3	7	3	0	9	7	10	14	12	0	0	4	4	3	9	3	6	2	13	3	10	4	2	0	1	1	0	16	6	0	2	1	2	10	1	8	43	2	4	9	2	1	3	0	4	5	9	7	8	9	6	9	1	2	0	0	2	4	11	2	4	0	9	18	7	3	2	2	3	0	5	6	0	6	3	3	11	1	2	2	9	7	13	4	6	1	7	2	5	2	18	3	2	9	2	1	0	9	1	6	7	0	2	2	8	2	6	6	2	2	1	7	1	1	2	1	24	1	1	1	9	3	5	5	6	13	5	0	5	9	2	1	4	4	7	3	7	3	2	2	13	2	2	0	1	9	1	30	2	9	4	12	7	8	13	1	22	6	6	5	9	5	4	2	3	15	1	5	6	8	1	6	3	2	2	5	1	1	1	0	6	6	8	0	6	12	2	39	1	7	0	2	2	0	2	1	0	2	11	4	1	0	1	2	6	0	3	1	6	0	0	0	12	3	8	2	9	8	2	1	5	1	7	9	4	10	0	0	1	1	2	5	8	14	28	7	7	4	3	0	0	5	2	0	2	0	9	7	5	0	4	2	5	1	4	2	11	3	10	7	17	18	5	3	3	4	10	2	0	0	1	6	0	8	4	2	14	2	4	4	1	0	21	6	4	4	2	5	3	1	0	4	9	11	17	5	4	1	6	3	11	0	3	5	2	0	2	2	2	1	9	1	0	0	6	2	5	2	0	5	0	11	1	1	35	1	0	4	11	4	0	1	13
Ramblings of a crazy woman	4	5	5	6	2	6	0	6	3	3	6	6	1	5	7	12	5	1	3	10	1	7	5	2	21	8	21	1	0	1	14	7	2	1	4	3	1	1	2	1	5	2	6	7	14	4	4	3	2	2	5	2	2	14	38	8	0	1	2	5	7	1	8	6	1	0	8	7	1	6	2	9	1	3	5	4	4	1	20	1	3	0	10	1	2	5	11	2	12	2	3	2	7	3	0	4	4	7	3	1	3	3	5	2	7	3	7	2	4	5	3	6	4	13	6	2	1	5	7	3	0	4	3	1	8	1	6	0	5	4	12	4	54	1	0	3	2	2	0	4	11	3	9	3	7	3	4	3	4	18	3	0	4	2	2	7	4	7	7	3	4	4	2	0	2	1	4	1	13	2	4	0	1	4	5	20	3	2	6	3	2	7	2	2	6	5	4	5	5	4	3	4	2	1	1	3	13	3	10	2	1	0	13	9	1	0	1	4	3	3	0	8	2	22	8	4	4	3	2	6	4	0	1	5	3	3	0	55	1	0	7	0	8	5	0	2	1	1	2	2	2	0	1	3	1	17	1	6	3	3	5	4	1	2	2	5	6	2	3	1	14	2	0	9	1	5	2	3	17	1	21	2	2	0	1	7	3	0	13	8	6	4	5	1	2	2	2	2	2	7	5	2	1	7	1	6	4	4	3	6	2	0	9	1	2	5	5	4	1	3	3	7	5	8	5	0	7	2	9	2	2	0	4	4	0	2	1	6	0	3	3	14	2	17	4	2	0	1	4	3	3	4	6	1	6	6	33	15	1	5	0	1	3	12	13	4	0	3	2	3	3	2	4	3	0	6	1	1	4	4	0	1	0	1	1	4	0	0	7	7	2	5	0	1	3	4	0	3	4	2	7	12	6	2	4	6	3	4	0	2	3	2	0	3	0	0	8	6	4	7	1	5	3	2	1	6	1	0	0	2	4	4	3	4	0	7	1	3	2	6	7	5	3	1	1	2	5	7	1	4	1	5	2	1	5	0	7	0	3	11	1	3	0	11	1	2	8	1	18	14	2	1	2	7	0	1	0	9	14	4	3	4	9	24	4	2	1	1	0	1	0	2	5	0	2	1	1	0	7	11	0	10	3	2	1	2	10	6	5	0	1
Fu-Jen Catholic University Digital Music Club 	0	0	0	0	3	0	3	2	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	33	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	7	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	7	0	4	0	0	9	0	0	0	0	1	8	5	4	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	1	1	2	2	0	1	1	0	0	0	5	0	6	0	0	0	4
Spitnoodle	4	1	0	0	6	5	5	3	8	2	2	3	3	9	3	2	22	10	6	5	0	1	7	3	1	4	6	9	6	1	10	11	3	0	6	3	7	5	8	3	8	2	0	2	15	4	0	4	1	2	1	2	3	0	10	6	1	7	5	14	3	6	0	1	2	2	11	2	5	1	9	2	3	0	3	3	6	2	4	4	2	5	4	1	4	10	2	2	5	6	11	2	7	1	0	1	4	3	4	12	5	8	6	2	5	6	4	0	3	0	8	5	5	2	1	2	6	24	3	0	22	1	0	1	3	1	8	2	6	7	4	13	3	4	2	0	2	1	0	1	2	1	4	8	3	5	2	4	4	6	0	1	7	4	1	8	7	4	10	3	5	1	5	9	4	10	2	6	3	3	11	32	0	7	3	6	3	2	14	13	5	23	1	8	3	2	3	2	1	4	2	1	7	7	0	1	32	10	2	18	13	1	6	7	0	5	4	7	5	2	0	8	4	0	9	9	2	6	1	3	9	0	4	2	3	2	5	21	0	7	1	2	2	0	10	12	9	42	2	3	1	2	10	4	3	0	6	5	1	4	3	0	26	1	4	4	4	1	5	6	1	2	3	2	4	1	3	1	0	2	1	3	1	2	1	9	5	4	8	1	8	3	7	11	0	5	1	3	3	2	5	0	0	0	2	1	8	19	0	3	6	2	4	1	4	0	2	2	13	5	8	1	5	2	5	0	12	10	11	4	14	1	1	2	0	2	1	1	2	5	5	2	7	13	16	4	5	0	2	3	7	6	15	1	6	2	0	0	6	5	3	2	0	13	2	0	6	3	0	1	7	6	4	1	1	1	2	1	2	2	2	4	8	4	0	4	5	4	3	2	9	1	4	6	1	3	4	7	0	3	3	5	3	0	1	37	2	3	6	2	6	8	4	0	2	4	0	5	10	5	1	2	0	4	1	1	2	2	2	4	2	1	4	3	6	0	3	6	3	1	8	1	2	3	0	5	1	1	4	3	2	1	4	0	7	4	0	10	4	3	4	1	2	6	2	2	1	0	7	2	9	3	0	5	3	1	4	4	3	1	2	3	8	8	2	1	4	2	1	0	0	1	1	1	7	3	3	9	8	1	2	16	9	4	1	3	4	1	5	1	11
THE NORTHENS	2	1	2	5	1	1	2	0	0	8	1	2	2	1	1	0	0	2	1	5	2	0	4	1	14	5	10	1	2	4	2	2	4	7	0	11	2	1	0	0	0	1	3	4	5	3	5	0	3	1	2	3	2	10	47	0	3	1	2	0	1	0	9	3	0	1	1	4	2	1	4	2	4	1	5	8	2	2	1	7	2	0	1	3	1	1	4	1	10	1	0	7	1	0	1	3	2	3	0	0	2	1	0	3	1	0	5	13	0	5	2	2	0	4	0	2	2	4	3	0	22	4	2	0	1	3	3	2	1	0	3	2	15	5	3	1	1	2	1	1	2	4	3	2	4	2	0	2	3	7	2	0	12	1	4	0	2	1	0	3	3	1	4	0	9	1	2	1	0	3	1	0	2	0	1	4	18	0	4	2	0	0	1	2	3	0	1	2	0	1	3	4	1	1	0	3	2	3	1	1	1	1	1	2	3	1	1	1	1	1	6	1	4	3	1	2	0	1	1	0	1	0	9	0	5	0	3	10	2	2	1	2	2	0	1	2	2	0	3	3	1	0	5	0	1	16	7	3	0	0	0	10	1	0	4	4	0	1	4	6	2	2	6	2	12	3	4	2	0	0	2	4	1	2	1	3	0	1	1	1	1	1	4	1	0	0	5	3	0	0	1	1	4	4	1	8	0	2	18	1	1	0	0	3	3	11	0	1	1	0	1	0	0	5	1	0	0	1	18	2	1	4	2	0	0	2	0	1	1	3	1	2	0	1	0	1	12	3	0	2	3	0	1	0	11	1	10	1	1	1	1	1	5	0	1	1	1	0	0	1	0	1	2	0	6	6	5	2	2	2	2	0	1	2	2	1	0	1	0	1	1	1	4	0	0	2	3	0	2	0	1	2	4	0	4	0	1	3	2	1	2	0	0	2	2	1	6	0	1	1	0	3	2	1	8	0	0	1	2	0	2	4	0	2	2	0	0	1	1	0	0	3	1	0	1	1	1	7	0	0	6	1	0	0	1	0	4	3	1	2	5	2	1	3	1	1	0	1	0	2	1	1	2	0	1	1	0	2	1	0	8	1	2	1	0	2	1	5	0	0	3	0	0	2	0	0	0	7	0	1	0	1	1	2	2	1	0	2	4	0	1
Welcome to my Crazy life...	12	3	1	2	6	0	1	0	3	43	5	2	0	1	10	3	3	2	1	16	0	6	8	1	2	4	5	0	1	6	3	5	2	0	2	8	4	3	0	2	5	0	4	7	5	1	0	2	1	2	0	3	0	9	1	0	3	22	7	0	0	1	3	1	4	1	10	1	2	4	4	1	1	0	4	1	1	4	15	6	4	2	2	3	5	6	1	0	1	5	5	6	3	7	5	17	4	5	5	3	0	4	7	3	1	12	1	2	0	5	1	0	2	0	1	2	3	0	1	7	1	0	0	2	2	2	5	0	7	1	0	2	15	4	4	0	2	0	2	2	7	2	3	1	0	0	1	5	2	2	1	1	7	8	1	0	4	0	3	9	0	0	0	1	1	0	5	3	10	0	0	1	3	2	14	0	3	2	0	3	2	1	0	0	3	3	4	3	4	3	4	2	37	1	0	1	8	3	4	5	1	0	2	1	0	0	1	1	0	2	4	7	1	13	6	0	5	6	1	4	1	1	0	0	2	0	2	10	3	10	3	3	2	0	2	0	6	0	6	1	4	7	1	2	5	7	13	3	3	1	0	2	0	5	2	1	7	0	1	0	0	7	3	4	2	0	1	4	1	0	2	1	0	1	3	3	1	4	10	17	8	3	7	1	3	1	8	3	2	0	0	4	1	4	2	4	2	4	17	4	1	3	1	5	4	5	3	10	16	0	2	3	0	0	6	0	5	0	11	5	4	0	3	2	1	0	0	3	3	2	6	11	5	4	3	7	1	1	0	5	1	2	8	2	1	6	3	5	0	6	1	3	1	5	2	0	6	1	0	2	2	10	2	1	7	13	1	0	1	0	0	3	17	5	5	4	0	1	7	0	6	2	4	0	18	5	1	1	2	2	4	6	0	4	0	0	0	1	1	3	11	0	7	3	1	0	8	3	3	4	3	0	5	0	0	4	1	1	3	0	2	4	0	0	3	4	1	0	8	0	2	0	3	1	0	0	0	6	1	3	0	2	1	0	11	2	2	8	0	0	2	1	1	9	3	1	2	2	5	0	5	3	1	2	2	1	0	4	4	2	0	0	4	9	2	2	5	1	0	4	2	1	1	8	0	1	0	0	0	2	2	6	0	0	2	5	2	1	1	0	11
